time,EHW_1W,EHW_1D,EHW_12H,EHW_2H,EHW_1H,PROP_1W,PROP_1D,WORKDAY,HOLIDAYS,DAY0,DAY1,DAY2,DAY3,DAY4,DAY5,HOURLY_MEAN,DAILY_HOURLY_MEAN,IS_CONSUMPTION_LAST24H,IS_CONSUMPTION_LAST12H
2017-08-08 00:00:00,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.0,1.0
2017-08-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-08 05:00:00,0.0,26.0,53.0,0.0,0.0,0.0,32.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7142857142857144,0.0,1.0,1.0
2017-08-08 06:00:00,27.0,0.0,0.0,0.0,0.0,15.083798882681565,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.285714285714285,0.04522613065326633,1.0,1.0
2017-08-08 07:00:00,35.5,0.0,0.5,0.0,21.0,19.83240223463687,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.214285714285715,15.034109816971714,1.0,1.0
2017-08-08 08:00:00,4.0,0.0,0.0,21.0,12.0,2.2346368715083798,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5,14.482615894039736,1.0,1.0
2017-08-08 09:00:00,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,15.973640856672159,1.0,1.0
2017-08-08 10:00:00,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8571428571428572,19.967266775777414,1.0,1.0
2017-08-08 11:00:00,0.0,0.0,0.0,0.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.571428571428571,0.0,1.0,1.0
2017-08-08 12:00:00,0.0,0.0,0.0,14.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9285714285714286,12.479773462783172,1.0,1.0
2017-08-08 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.642857142857142,0.0,1.0,1.0
2017-08-08 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571429,2.496,1.0,1.0
2017-08-08 15:00:00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0714285714285716,0.9984076433121019,1.0,1.0
2017-08-08 16:00:00,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.9968304278922346,1.0,1.0
2017-08-08 17:00:00,0.0,53.0,0.0,0.0,0.0,0.0,66.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.285714285714286,13.478740157480315,1.0,1.0
2017-08-08 18:00:00,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.857142857142858,0.4992163009404389,1.0,1.0
2017-08-08 19:00:00,112.0,0.5,12.0,0.0,5.5,62.56983240223464,0.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.142857142857146,4.667445482866044,1.0,1.0
2017-08-08 20:00:00,0.0,0.0,1.0,5.5,124.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.714285714285715,100.84341085271318,1.0,1.0
2017-08-08 21:00:00,0.5,0.0,0.0,124.5,5.5,0.27932960893854747,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.4984591679506933,1.0,1.0
2017-08-08 22:00:00,0.0,0.5,14.5,5.5,0.0,0.0,0.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.0,1.0
2017-08-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.0,1.0
2017-08-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,1.0,1.0
2017-08-09 02:00:00,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.25,0.0,1.0,1.0
2017-08-09 06:00:00,10.0,21.0,5.5,0.0,2.5,3.4602076124567476,11.382113821138212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.014727540500736377,1.0,1.0
2017-08-09 07:00:00,12.0,12.0,124.5,2.5,0.0,4.1522491349480966,6.504065040650406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.3125,0.017569546120058566,1.0,1.0
2017-08-09 08:00:00,15.0,1.0,5.5,0.0,8.5,5.190311418685121,0.5420054200542005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.5625,8.509475218658892,1.0,1.0
2017-08-09 09:00:00,0.0,0.0,0.0,8.5,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.125,29.956521739130434,1.0,1.0
2017-08-09 10:00:00,1.0,14.5,0.0,18.0,0.0,0.3460207612456747,7.8590785907859075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4375,12.982683982683982,1.0,1.0
2017-08-09 11:00:00,20.0,0.0,0.0,0.0,0.0,6.920415224913495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.125,0.028694404591104734,1.0,1.0
2017-08-09 12:00:00,12.5,0.0,0.0,0.0,0.0,4.325259515570934,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6875,0.017857142857142856,1.0,1.0
2017-08-09 13:00:00,59.0,0.0,0.0,0.0,28.5,20.41522491349481,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5625,0.5832147937411095,1.0,1.0
2017-08-09 14:00:00,1.5,0.5,0.0,28.5,14.5,0.5190311418685121,0.27100271002710025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0021216407355021216,1.0,1.0
2017-08-09 15:00:00,0.0,0.0,0.0,14.5,3.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8125000000000002,0.0,1.0,1.0
2017-08-09 16:00:00,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.47829131652661,1.0,1.0
2017-08-09 17:00:00,10.5,0.0,2.5,0.0,2.5,3.633217993079585,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.125,1.0132496513249651,1.0,1.0
2017-08-09 18:00:00,1.0,5.5,0.0,2.5,1.0,0.3460207612456747,2.9810298102981028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.6875,72.4008321775312,1.0,1.0
2017-08-09 19:00:00,17.0,124.5,8.5,1.0,8.0,5.882352941176471,67.47967479674797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.3125,50.95303867403315,1.0,1.0
2017-08-09 20:00:00,129.5,5.5,18.0,8.0,116.0,44.80968858131488,2.9810298102981028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.9375,1.6760660247592847,1.0,1.0
2017-08-09 21:00:00,0.0,0.0,0.0,116.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4375,0.0,1.0,1.0
2017-08-09 22:00:00,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,1.0,1.0
2017-08-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,1.0,1.0
2017-08-10 00:00:00,0.0,0.0,28.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-10 01:00:00,0.0,0.0,14.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05555555555555555,0.0,1.0,1.0
2017-08-10 02:00:00,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-10 04:00:00,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2017-08-10 05:00:00,0.0,2.5,1.0,0.0,0.0,0.0,1.2224938875305624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1666666666666665,0.0,1.0,1.0
2017-08-10 06:00:00,113.5,0.0,8.0,0.0,0.0,44.68503937007874,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.444444444444443,5.641732283464567,1.0,1.0
2017-08-10 07:00:00,26.0,8.5,116.0,0.0,10.0,10.236220472440944,4.156479217603912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.22222222222222,15.513725490196078,1.0,1.0
2017-08-10 08:00:00,0.0,18.0,1.5,10.0,3.0,0.0,8.80195599022005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.944444444444445,11.98439531859558,1.0,1.0
2017-08-10 09:00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.444444444444445,0.0,1.0,1.0
2017-08-10 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0555555555555554,0.0,1.0,1.0
2017-08-10 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,14.481386392811297,1.0,1.0
2017-08-10 12:00:00,0.0,28.5,0.0,0.0,0.0,0.0,13.93643031784841,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.666666666666667,16.478900255754475,1.0,1.0
2017-08-10 13:00:00,0.0,14.5,0.0,0.0,1.0,0.0,7.090464547677262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.333333333333334,0.9987277353689568,1.0,1.0
2017-08-10 14:00:00,1.0,3.5,0.0,1.0,76.0,0.3937007874015748,1.7114914425427872,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9444444444444444,9.489226869455006,1.0,1.0
2017-08-10 15:00:00,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6111111111111114,0.0,1.0,1.0
2017-08-10 16:00:00,0.0,2.5,0.0,0.0,0.0,0.0,1.2224938875305624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1666666666666667,4.494346733668341,1.0,1.0
2017-08-10 17:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.4889975550122249,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.333333333333333,17.97747183979975,1.0,1.0
2017-08-10 18:00:00,1.0,8.0,10.0,0.0,0.0,0.3937007874015748,3.9119804400977993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.27777777777778,1.0,1.0,1.0
2017-08-10 19:00:00,111.5,116.0,3.0,0.0,45.0,43.89763779527559,56.72371638141809,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.27777777777778,0.13833746898263027,1.0,1.0
2017-08-10 20:00:00,0.0,1.5,0.0,45.0,13.0,0.0,0.7334963325183375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.555555555555557,166.29444444444445,1.0,1.0
2017-08-10 21:00:00,1.0,0.0,0.0,13.0,0.0,0.3937007874015748,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3888888888888889,0.0012300123001230013,1.0,1.0
2017-08-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05555555555555555,0.0,1.0,1.0
2017-08-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05555555555555555,0.0,1.0,1.0
2017-08-11 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2017-08-11 01:00:00,0.5,0.0,76.0,0.0,0.0,0.22988505747126436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0006045949214026602,1.0,1.0
2017-08-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2017-08-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2017-08-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2017-08-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.85,0.0,1.0,1.0
2017-08-11 06:00:00,10.5,10.0,45.0,0.0,0.0,4.827586206896552,6.756756756756757,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.4,24.98281990521327,1.0,1.0
2017-08-11 07:00:00,25.0,3.0,13.0,0.0,22.5,11.494252873563218,2.027027027027027,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.8,3.525383707201889,1.0,1.0
2017-08-11 08:00:00,1.5,0.0,0.0,22.5,24.5,0.6896551724137931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.45,0.0017626321974148062,1.0,1.0
2017-08-11 09:00:00,2.5,0.0,0.0,24.5,0.0,1.1494252873563218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.9,0.002927400468384075,1.0,1.0
2017-08-11 10:00:00,11.5,0.0,0.0,0.0,0.5,5.287356321839081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.013403263403263404,1.0,1.0
2017-08-11 11:00:00,38.5,0.0,0.0,0.5,2.0,17.701149425287355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.1,0.044715447154471545,1.0,1.0
2017-08-11 12:00:00,0.0,1.0,0.0,2.0,5.0,0.0,0.6756756756756757,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3,0.0,1.0,1.0
2017-08-11 13:00:00,0.0,76.0,0.0,5.0,13.0,0.0,51.351351351351354,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.1,0.0,1.0,1.0
2017-08-11 14:00:00,0.5,0.0,0.0,13.0,3.0,0.22988505747126436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.000574052812858783,1.0,1.0
2017-08-11 15:00:00,4.5,0.0,0.0,3.0,8.5,2.0689655172413794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4500000000000002,0.005142857142857143,1.0,1.0
2017-08-11 16:00:00,0.0,0.0,0.0,8.5,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.05,0.0,1.0,1.0
2017-08-11 17:00:00,0.0,0.0,0.0,48.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6,0.0,1.0,1.0
2017-08-11 18:00:00,0.0,45.0,22.5,2.0,1.0,0.0,30.405405405405407,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.85,0.0,1.0,1.0
2017-08-11 19:00:00,2.5,13.0,24.5,1.0,3.0,1.1494252873563218,8.783783783783784,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.55,5.496625421822272,1.0,1.0
2017-08-11 20:00:00,120.0,0.0,0.0,3.0,60.0,55.172413793103445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.7,86.53755605381166,1.0,1.0
2017-08-11 21:00:00,0.0,0.0,0.5,60.0,57.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35,1.4983240223463687,1.0,1.0
2017-08-11 22:00:00,0.0,0.0,2.0,57.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,1.0,1.0
2017-08-11 23:00:00,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,1.0,1.0
2017-08-12 00:00:00,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-08-12 01:00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,1.0,1.0
2017-08-12 02:00:00,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-08-12 03:00:00,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-08-12 04:00:00,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-08-12 05:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.590909090909091,0.0,1.0,1.0
2017-08-12 06:00:00,2.0,22.5,3.0,0.0,0.0,0.847457627118644,8.910891089108912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.681818181818183,9.991360691144708,1.0,1.0
2017-08-12 07:00:00,27.5,24.5,60.0,0.0,64.5,11.652542372881356,9.702970297029703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.59090909090909,24.503225806451614,1.0,1.0
2017-08-12 08:00:00,68.0,0.0,57.5,64.5,29.5,28.8135593220339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.227272727272727,0.07288317256162916,1.0,1.0
2017-08-12 09:00:00,10.0,0.5,2.0,29.5,3.5,4.237288135593221,0.19801980198019803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.010672358591248666,1.0,1.0
2017-08-12 10:00:00,0.0,2.0,0.0,3.5,0.0,0.0,0.7920792079207921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6818181818181817,0.49946808510638296,1.0,1.0
2017-08-12 11:00:00,11.0,5.0,0.0,0.0,0.0,4.661016949152542,1.9801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.818181818181818,25.484623541887593,1.0,1.0
2017-08-12 12:00:00,1.0,13.0,0.0,0.0,18.5,0.423728813559322,5.148514851485149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.090909090909091,9.491024287222809,1.0,1.0
2017-08-12 13:00:00,1.5,3.0,0.0,18.5,7.5,0.635593220338983,1.188118811881188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.993157894736842,1.0,1.0
